Driver ID,First Name,Last Name,Number of Violations,Number of Accidents,Marital Status,Gender,Miles to work,Primary Vehicle Use,Date of Birth
345,Amie,Mahaffey,4,1,M,M,33.0,Leisure,1967-05-12 00:00:00
346,Marica,Tognetti,0,0,S,F,36.0,Work,1958-01-14 00:00:00
347,Georgeanna,Jent,3,0,M,F,18.0,Leisure,1988-11-01 00:00:00
348,Aaron,Balistrieri,1,0,M,M,23.0,Work,1989-01-25 00:00:00
349,Tam,Balding,3,1,S,F,37.0,Work,1988-06-06 00:00:00
350,Jonas,Buffkin,6,1,M,M,,Leisure, 
351,Agustina,Millora,0,0,M,M,37.0,Leisure,1951-06-12 00:00:00
352,Elliot,Kowalec,1,0,D,M,20.0,Work,1970-03-28 00:00:00
353,Verda,Patter,0,1,S,M,13.0,Work,1991-07-17 00:00:00
354,Sadie,Clinton,0,0,M,M,,Work, 
355,Chris,Vanderwyk,6,0,S,F,19.0,Leisure,1973-11-18 00:00:00
356,Kelli,Fuda,3,0,M,M,,Work, 
357,Rosita,Selvidge,1,0,M,M,26.0,Work,1968-05-14 00:00:00
358,Rosemarie,Saal,1,0,M,F,35.0,Work,1969-10-22 00:00:00
359,Grayce,Fruchter,6,0,M,F,15.0,Work,1981-01-23 00:00:00
360,Barbar,Krupka,1,0,S,M,24.0,Work,1972-10-18 00:00:00
361,Hayden,Delafontaine,5,0,S,M,13.0,Leisure,1973-07-29 00:00:00
362,Rosa,Frech,2,0,S,M,12.0,Work,1967-07-22 00:00:00
363,Magdalene,Lawver,3,1,M,M,24.0,Work,1961-03-09 00:00:00
364,Charles,Luce,0,0,S,M,5.0,Leisure,1976-10-30 00:00:00
365,Rebekah,Klumpp,3,0,D,M,23.0,Work,1981-11-17 00:00:00
366,Jo,Grillette,1,1,S,M,16.0,Work,1998-07-06 00:00:00
367,Mikel,Tufte,2,0,S,M,,Work, 
368,Athena,Leconey,1,1,S,M,8.0,Work,1994-08-25 00:00:00
369,Carley,Coughlan,1,0,S,F,9.0,Work,1973-10-12 00:00:00
370,Stacy,Jesseman,0,2,M,M,14.0,Leisure,1971-10-04 00:00:00
371,Fran,Kuchan,0,2,M,F,4.0,Leisure,1974-02-06 00:00:00
372,Xiao,Brackelsberg,3,0,S,M,3.0,Work,1971-11-30 00:00:00
373,Nida,Garthwaite,3,0,S,F,15.0,Work,1998-03-06 00:00:00
374,Delilah,Walat,0,1,S,M,3.0,Work,1996-02-16 00:00:00
375,Alleen,Barhorst,1,1,M,M,10.0,Work,1972-11-12 00:00:00
376,Doretta,Rentie,2,0,S,F,18.0,Leisure,1965-01-27 00:00:00
377,Marcus,Ulmen,0,0,M,M,20.0,Leisure,1992-04-09 00:00:00
378,Tena,Allison,2,0,S,F,14.0,Leisure,1980-06-04 00:00:00
379,Nelson,Lampl,6,0,S,M,4.0,Leisure,1985-11-25 00:00:00
380,Hugo,Shellgren,2,0,S,M,38.0,Leisure,1963-10-10 00:00:00
381,Tomika,Fusha,1,0,S,F,23.0,Work,1997-12-04 00:00:00
382,Rose,Jensen,0,1,S,M,35.0,Work,1973-04-25 00:00:00
383,Nery,Mclatchy,2,0,S,M,22.0,Work,1995-06-02 00:00:00
384,Kenny,Fergoson,0,0,D,M,34.0,Work,1966-09-19 00:00:00
385,Garnett,Roemhild,4,0,M,M,39.0,Work,1961-01-24 00:00:00
386,James,Maczko,6,3,M,M,,Work, 
387,Roderick,Braswell,3,1,M,M,21.0,Work,1970-03-15 00:00:00
388,Kirsten,Lothringer,3,1,S,M,26.0,Leisure,1968-11-20 00:00:00
389,Latoya,Voice,2,0,S,M,36.0,Work,1988-09-13 00:00:00
390,Kanesha,Loiseau,0,2,S,M,25.0,Work,1999-04-09 00:00:00
391,Eladia,Longbine,2,0,D,M,5.0,Leisure,1980-09-26 00:00:00
392,Wilda,Plymire,3,1,M,F,38.0,Work,1988-06-16 00:00:00
393,Lili,Votta,0,1,S,M,13.0,Work,1997-07-06 00:00:00
394,Joselyn,Nini,0,2,M,M,19.0,Leisure,1985-01-20 00:00:00
395,Dolly,Runkel,3,0,S,M,10.0,Leisure,1994-05-15 00:00:00
396,Berna,Bowery,6,3,D,M,40.0,Work,1967-04-05 00:00:00
397,Devin,Grogan,1,1,M,M,21.0,Work,1972-01-09 00:00:00
398,Adam,Stan,1,0,M,F,13.0,Work,1981-01-15 00:00:00
399,Monte,Arrellano,4,1,M,F,,Leisure, 
400,Lydia,Deitz,4,0,S,M,17.0,Leisure,1997-04-10 00:00:00
401,Angelo,Shrider,5,3,S,F,10.0,Work,1987-03-14 00:00:00
402,Sherley,Witmer,1,0,S,F,25.0,Work,1991-11-04 00:00:00
403,Cora,Ambriz,3,0,D,M,2.0,Work,1982-06-28 00:00:00
404,Jani,Holbrook,2,0,S,M,29.0,Work,1997-03-05 00:00:00
405,Marcelene,Honer,5,0,S,M,9.0,Leisure,1967-01-20 00:00:00
406,Georgia,Beidleman,0,2,S,M,15.0,Work,1996-10-19 00:00:00
407,Brandon,Filzen,2,0,M,M,11.0,Work,1967-04-01 00:00:00
408,Loma,Krassow,0,2,M,M,10.0,Leisure,1990-08-20 00:00:00
409,Miyoko,Peroutka,6,0,S,F,29.0,Work,1984-10-29 00:00:00
410,Sharen,Juback,0,0,S,M,11.0,Work,1979-01-25 00:00:00
411,Elaina,Himmons,2,0,S,F,30.0,Work,1973-09-24 00:00:00
412,Janita,Phegley,3,1,M,F,21.0,Work,1971-09-20 00:00:00
413,Latoya,Voto,4,0,S,F,35.0,Work,1981-06-19 00:00:00
414,Reanna,Druck,6,0,M,M,8.0,Leisure,1970-11-18 00:00:00
415,Lavenia,Morreau,1,0,D,F,28.0,Leisure,1951-05-19 00:00:00
416,Tiera,Domann,2,0,S,F,21.0,Work,1984-02-13 00:00:00
417,Miriam,Pavese,2,0,S,M,29.0,Leisure,1979-04-12 00:00:00
418,Numbers,Pettie,0,1,S,F,23.0,Work,1990-10-28 00:00:00
419,Jazmin,Dicampli,4,1,S,M,40.0,Leisure,1962-11-09 00:00:00
420,Alexis,Burkel,2,0,M,M,13.0,Work,1971-06-30 00:00:00
421,Shandra,Lindquist,0,0,M,M,14.0,Work,1971-12-19 00:00:00
422,Monika,Krizan,0,0,M,M,11.0,Work,1982-07-27 00:00:00
423,Gricelda,Waibel,4,0,M,M,7.0,Work,1975-03-09 00:00:00
424,Filiberto,Rullo,1,0,S,M,18.0,Work,1982-10-06 00:00:00
425,Cassy,Kewanwytewa,2,0,S,M,24.0,Work,1986-12-26 00:00:00
426,Ozie,Wannamaker,6,1,D,M,27.0,Work,1963-12-29 00:00:00
427,Jolynn,Longstaff,3,0,D,M,12.0,Leisure,1951-06-10 00:00:00
428,Lahoma,Minus,3,0,S,M,16.0,Work,1984-07-15 00:00:00
429,Kacie,Winkelmann,6,3,M,M,27.0,Work,1978-09-18 00:00:00
430,Maryanna,Heckart,6,0,S,M,10.0,Work,1991-06-15 00:00:00
431,Devona,Tibbetts,4,1,D,F,22.0,Work,1981-12-19 00:00:00
432,Clifford,Verrell,3,0,M,F,26.0,Work,1965-09-27 00:00:00
433,Milly,Coogan,4,0,M,M,6.0,Work,1991-01-20 00:00:00
434,Heriberto,Gary,4,0,S,M,4.0,Leisure,1982-06-14 00:00:00
435,Elsa,Shepardson,0,0,S,F,23.0,Leisure,1996-10-29 00:00:00
436,Carey,Dundlow,3,0,M,F,27.0,Leisure,1985-10-13 00:00:00
437,Elenore,Masotti,3,0,D,M,40.0,Work,1981-07-30 00:00:00
438,Adela,Brande,0,0,S,F,24.0,Work,1955-11-25 00:00:00
439,Armandina,Kimbrough,1,0,M,F,15.0,Work,1964-10-12 00:00:00
440,Shaun,Iovino,1,0,S,F,28.0,Work,1972-07-03 00:00:00
441,Kasie,Nesslein,4,0,S,M,12.0,Work,1999-08-20 00:00:00
442,Ping,Boveja,4,2,M,F,22.0,Leisure,1990-09-03 00:00:00
443,Lianne,Commins,4,1,S,M,8.0,Leisure,1996-08-12 00:00:00
444,Melonie,Slager,1,0,S,M,2.0,Leisure,1995-10-30 00:00:00
445,Valentina,Magalong,1,0,S,F,37.0,Work,1986-09-02 00:00:00
446,Alia,Nielson,2,0,M,F,22.0,Leisure,1965-02-27 00:00:00
447,Yuette,Fastic,3,0,S,F,18.0,Work,1976-06-13 00:00:00
448,Ena,Deets,0,0,S,F,30.0,Work,1992-04-11 00:00:00
449,Moses,Gumprecht,1,0,S,M,33.0,Leisure,1970-04-05 00:00:00
450,Josephina,Fogleman,2,0,M,M,7.0,Work,1988-09-14 00:00:00
451,Dane,Batters,3,1,M,M,26.0,Leisure,1981-10-27 00:00:00
452,Yuonne,Fensel,3,0,S,M,32.0,Work,1977-10-12 00:00:00
453,Humberto,Geoffroy,6,3,D,M,8.0,Leisure,1979-04-15 00:00:00
454,Drew,Demarcus,2,0,M,M,22.0,Leisure,1976-12-23 00:00:00
455,Rodger,Rendleman,0,0,M,M,34.0,Work,1964-02-02 00:00:00
456,Khadijah,Hogstrum,4,1,S,M,25.0,Work,1999-08-26 00:00:00
457,Maritza,Popoff,2,0,S,F,12.0,Leisure,1983-05-16 00:00:00
458,Alex,Gallatin,3,1,M,F,18.0,Leisure,1989-04-30 00:00:00
459,Jaime,Ramos,6,0,S,M,21.0,Work,1973-01-21 00:00:00
460,Mirian,Rubison,4,0,M,M,5.0,Work,1986-02-14 00:00:00
461,Adaline,Left,5,2,S,F,23.0,Work,1985-11-07 00:00:00
462,Raisa,Wasner,0,0,M,M,24.0,Work,1994-03-28 00:00:00
463,Jeannetta,Lounder,5,1,S,M,20.0,Work,1990-12-10 00:00:00
464,Karyn,Darragh,3,0,S,F,32.0,Leisure,1971-02-18 00:00:00
465,Dania,Pickron,0,2,M,F,15.0,Work,1969-03-30 00:00:00
466,Rosann,Dove,1,0,S,F,4.0,Work,1978-06-11 00:00:00
467,Bobbi,Miser,4,1,S,M,10.0,Work,1987-12-27 00:00:00
468,Aimee,Ahyet,1,1,S,F,2.0,Leisure,1989-02-11 00:00:00
469,Joya,Vallien,3,0,M,M,30.0,Work,1985-08-17 00:00:00
470,Lance,Byrns,2,0,M,M,37.0,Work,1967-04-27 00:00:00
471,Amy,Mozier,3,1,M,M,30.0,Leisure,1977-03-30 00:00:00
472,Kitty,Steeby,3,0,M,M,21.0,Leisure,1971-12-18 00:00:00
473,Chi,Claughton,5,3,S,M,35.0,Work,1979-10-15 00:00:00
474,Delois,Hodgen,0,0,S,M,30.0,Work,1973-10-14 00:00:00
475,Hedwig,Kraebel,2,0,S,M,36.0,Work,1990-12-21 00:00:00
476,Laurence,Desando,0,0,M,M,37.0,Work,1985-04-13 00:00:00
477,Shelia,Whish,2,0,S,F,24.0,Work,1979-03-15 00:00:00
478,Eileen,Burpo,3,0,M,M,3.0,Work,1989-08-31 00:00:00
479,Twanda,Andreas,4,1,S,F,,Work, 
480,Antonietta,Bujnowski,3,1,S,F,19.0,Work,1992-07-20 00:00:00
481,Morris,Chawla,1,0,S,M,22.0,Work,1967-01-21 00:00:00
482,Mathew,Akin,2,0,D,F,4.0,Work,1954-09-01 00:00:00
483,Santo,Gaster,3,1,S,M,35.0,Leisure,1966-11-27 00:00:00
484,Joaquina,Poetker,3,0,D,M,33.0,Leisure,1983-11-21 00:00:00
485,Frank,Ricley,3,0,S,F,31.0,Work,1975-11-06 00:00:00
486,Evie,Smullen,3,1,S,M,21.0,Work,1997-03-15 00:00:00
487,Jeane,Lonsinger,4,1,S,M,20.0,Leisure,1974-10-14 00:00:00
488,Barbera,Cauffman,4,1,S,F,2.0,Leisure,1992-06-08 00:00:00
489,Phyllis,Cocherell,3,1,M,M,36.0,Leisure,1958-07-08 00:00:00
490,Wilhemina,Blackgoat,2,0,D,M,38.0,Work,1979-10-30 00:00:00
491,Deon,Kurland,4,2,D,M,27.0,Work,1993-06-04 00:00:00
492,Charissa,Rastetter,4,2,S,M,22.0,Work,1991-06-12 00:00:00
493,Winifred,Shone,3,0,M,M,3.0,Leisure,1988-02-04 00:00:00
494,Hope,Kimberling,2,0,S,F,19.0,Work,1984-07-18 00:00:00
495,Deeann,Neja,0,0,S,M,30.0,Work,1997-12-29 00:00:00
496,Karol,Kean,3,1,D,F,35.0,Work,1982-12-08 00:00:00
497,Eryn,Mathurin,0,0,M,F,5.0,Work,1985-03-02 00:00:00
498,Gaylord,Donado,0,1,M,F,6.0,Work,1966-02-11 00:00:00
499,Kia,Kilmartin,1,0,S,M,19.0,Work,1987-09-23 00:00:00
500,Meredith,Dashem,5,0,S,F,29.0,Work,1975-12-24 00:00:00
501,Chiquita,Gasaway,1,0,S,F,2.0,Leisure,1974-09-05 00:00:00
502,Doria,Attwell,3,0,M,M,18.0,Work,1972-09-21 00:00:00
503,Wenona,Rizal,0,1,S,M,2.0,Work,1995-06-04 00:00:00
504,Jaime,Went,0,0,M,M,6.0,Work,1989-02-23 00:00:00
505,Dede,Girbach,5,2,M,F,30.0,Work,1985-12-31 00:00:00
506,Latoyia,Hanan,3,0,S,M,32.0,Leisure,1958-06-03 00:00:00
507,Mason,Shaner,6,2,S,M,21.0,Work,1971-04-30 00:00:00
508,Synthia,Bosheers,3,0,M,M,9.0,Leisure,1981-01-14 00:00:00
509,Giuseppe,Swagerty,4,1,S,F,14.0,Work,1988-03-22 00:00:00
510,Sherri,Wrye,3,0,S,M,8.0,Work,1975-06-14 00:00:00
511,Thurman,Giedlin,3,1,S,M,2.0,Leisure,1962-01-17 00:00:00
512,Brandon,Pfrogner,4,0,M,M,34.0,Work,1961-02-27 00:00:00
513,Rasheeda,Hayre,2,0,S,F,27.0,Work,1968-12-18 00:00:00
514,Ellsworth,Bednarski,1,0,S,M,14.0,Work,1991-06-22 00:00:00
515,Laurence,Gougeon,3,0,S,M,37.0,Work,1989-03-02 00:00:00
516,Mirna,Gulini,2,0,D,M,28.0,Work,1951-08-29 00:00:00
517,Charline,Leehan,4,0,M,M,26.0,Work,1957-09-16 00:00:00
518,Janene,Hocate,0,0,M,M,31.0,Work,1952-02-28 00:00:00
519,Soraya,Ashbach,6,0,M,M,14.0,Work,1962-04-19 00:00:00
520,Winifred,Gaal,1,1,M,M,10.0,Work,1983-05-16 00:00:00
521,Roxanne,Meyerhofer,6,2,M,M,27.0,Work,1987-05-24 00:00:00
522,Ahmad,Desilvio,3,0,M,M,21.0,Work,1989-09-18 00:00:00
523,Abram,Kushner,3,0,M,M,8.0,Work,1973-10-29 00:00:00
524,Andra,Kaemmerer,4,0,M,F,16.0,Work,1977-05-10 00:00:00
525,Ludivina,Muscato,0,1,S,F,6.0,Work,1990-03-03 00:00:00
526,Nenita,George,1,0,S,M,2.0,Work,1962-03-26 00:00:00
527,Sean,Hind,4,0,M,M,22.0,Leisure,1963-02-16 00:00:00
528,Kareen,Spargo,2,0,S,M,20.0,Work,1998-08-04 00:00:00
529,Tess,Vancamp,2,0,S,M,33.0,Work,1990-12-08 00:00:00
530,Keira,Stoessel,2,0,M,M,24.0,Leisure,1981-03-03 00:00:00
531,Deidre,Small,1,1,M,F,4.0,Work,1992-08-17 00:00:00
532,Francine,Tacconi,3,0,S,F,,Work, 
533,Tatyana,Overbo,1,1,M,F,4.0,Work,1983-07-01 00:00:00
534,Britteny,Jurkiewicz,5,0,M,F,,Leisure, 
535,Hershel,Ludewig,1,0,M,M,39.0,Work,1961-05-24 00:00:00
536,Larry,Mcnealey,6,0,M,M,31.0,Work,1973-09-24 00:00:00
537,Pia,Prothero,3,0,S,M,21.0,Work,1993-04-13 00:00:00
538,Gayla,Throndson,1,0,S,M,30.0,Work,1997-05-24 00:00:00
539,Onie,Chua,4,0,M,M,25.0,Work,1967-05-06 00:00:00
540,Kris,Strawser,0,0,S,M,25.0,Work,1998-04-18 00:00:00
541,Marcus,Eychaner,0,0,S,M,3.0,Work,1961-09-26 00:00:00
542,Margery,Fetchko,0,0,S,M,15.0,Leisure,1986-03-24 00:00:00
543,Amy,Neumeyer,1,0,S,F,29.0,Work,1997-05-29 00:00:00
544,Margart,Graban,0,0,M,F,7.0,Leisure,1953-06-19 00:00:00
545,Nubia,Avelar,1,1,M,M,35.0,Work,1971-11-29 00:00:00
546,Rebbeca,Malsam,3,0,S,M,6.0,Work,1975-06-27 00:00:00
547,Ardath,Tynio,3,0,M,M,40.0,Work,1979-09-01 00:00:00
548,Georgiann,Bilchak,2,0,M,M,25.0,Work,1984-02-05 00:00:00
549,Yun,Dembowski,0,0,S,F,32.0,Work,1987-02-24 00:00:00
550,Sophie,Peret,1,0,S,F,17.0,Work,1996-08-13 00:00:00
551,Carola,Cookus,1,1,S,M,39.0,Leisure,1973-03-18 00:00:00
552,Emelda,Heidelberg,3,0,S,F,20.0,Work,1992-11-18 00:00:00
553,Marya,Pummell,0,1,S,M,24.0,Leisure,1997-07-10 00:00:00
554,Krissy,Bartelson,6,3,M,F,10.0,Leisure,1987-01-14 00:00:00
555,Hollis,Butch,5,0,M,F,31.0,Work,1977-07-30 00:00:00
556,Willia,Digsby,0,1,M,F,1.0,Work,1963-05-22 00:00:00
557,Andy,Norville,2,0,S,M,18.0,Work,1998-09-15 00:00:00
558,Claude,Caramella,4,0,S,M,29.0,Work,1998-07-16 00:00:00
559,Aurelia,Mess,2,0,S,F,34.0,Leisure,1974-06-15 00:00:00
560,Barry,Picaro,1,1,S,M,26.0,Work,1961-08-05 00:00:00
561,Melina,Spevacek,4,0,D,F,18.0,Leisure,1960-10-26 00:00:00
562,Bridgette,Woetzel,0,2,M,M,19.0,Work,1980-09-10 00:00:00
563,Matt,Batrez,4,2,S,M,15.0,Work,1979-07-09 00:00:00
564,Marcelene,Swiat,3,0,S,F,37.0,Work,1984-08-27 00:00:00
565,Shanel,Montalgo,6,2,S,M,12.0,Work,1984-12-13 00:00:00
566,Charlene,Rosinski,0,1,S,M,13.0,Work,1976-06-13 00:00:00
567,Ebonie,Krick,3,1,S,M,26.0,Work,1968-09-23 00:00:00
568,Valda,Feldtman,4,0,S,M,9.0,Work,1984-05-30 00:00:00
569,Giovanni,Stickley,5,1,S,F,11.0,Work,1998-01-25 00:00:00
570,Hollis,Casarez,3,0,S,F,12.0,Work,1997-07-08 00:00:00
571,Patrina,Mango,1,0,S,F,37.0,Leisure,1974-06-16 00:00:00
572,Elwood,Reiswig,0,0,S,M,6.0,Leisure,1973-09-26 00:00:00
573,Whitney,Band,2,0,M,M,12.0,Work,1987-06-04 00:00:00
574,Joline,Deleone,1,0,D,M,,Work, 
575,Jamar,Ginkel,2,0,S,M,34.0,Work,1976-06-08 00:00:00
576,Lonnie,Pesch,0,0,M,M,13.0,Work,1967-03-23 00:00:00
577,Mattie,Petrea,2,0,M,F,10.0,Work,1986-12-31 00:00:00
578,Hoyt,Covert,1,1,S,F,21.0,Work,1970-12-24 00:00:00
579,Latasha,Dine,3,0,S,M,24.0,Leisure,1972-08-29 00:00:00
580,Robyn,Knellinger,3,0,M,M,38.0,Work,1988-04-07 00:00:00
581,Shayna,Gubitosi,2,0,M,M,18.0,Work,1985-01-08 00:00:00
582,Julian,Reker,0,1,S,M,8.0,Work,1994-11-09 00:00:00
583,Aurelia,Eslick,1,0,S,M,33.0,Work,1952-03-28 00:00:00
584,Faith,Gebhart,1,0,M,M,9.0,Work,1980-01-23 00:00:00
585,Virgil,Heimbuch,2,0,S,M,19.0,Work,1960-11-19 00:00:00
586,Nadene,Petramale,0,2,M,M,19.0,Work,1967-12-30 00:00:00
587,Shakia,Graybeal,4,0,D,M,33.0,Work,1968-04-30 00:00:00
588,Eun,Introini,3,0,M,M,39.0,Leisure,1976-01-01 00:00:00
589,Abdul,Osman,4,0,M,M,,Work, 
590,Carey,Grosso,2,0,D,M,16.0,Work,1987-07-23 00:00:00
591,Bronwyn,Rickers,1,0,M,F,18.0,Work,1991-04-20 00:00:00
592,Elliott,Vanweerd,6,2,S,F,4.0,Work,1986-07-04 00:00:00
593,Alejandrina,Vulgamore,3,0,S,F,36.0,Leisure,1970-02-22 00:00:00
594,Jerry,Heyne,4,2,S,M,12.0,Leisure,1996-05-28 00:00:00
595,Porsche,Beesley,1,0,S,M,16.0,Work,1994-04-13 00:00:00
596,Olga,Goldfuss,1,1,M,M,2.0,Work,1963-12-23 00:00:00
597,Armandina,Bourgon,4,0,S,M,8.0,Work,1983-04-26 00:00:00
598,Stacy,Windish,3,1,M,M,17.0,Work,1983-11-20 00:00:00
599,Jacquelyne,Cech,4,0,S,F,19.0,Leisure,1992-09-20 00:00:00
600,Asley,Horio,0,2,D,M,18.0,Work,1976-10-21 00:00:00
601,Alonzo,Setias,4,1,M,M,15.0,Leisure,1973-09-14 00:00:00
602,Avril,Dorcent,3,0,D,M,14.0,Work,1969-05-04 00:00:00
603,Lacy,Molnau,0,1,S,F,25.0,Leisure,1992-08-11 00:00:00
604,Ronna,Swindall,3,0,S,F,35.0,Work,1988-02-09 00:00:00
605,Faustino,Willcox,2,0,M,F,35.0,Work,1968-02-07 00:00:00
606,Caprice,Glaspy,5,2,M,M,10.0,Work,1980-11-03 00:00:00
607,Kirby,Harbolt,5,0,S,M,25.0,Work,1967-10-14 00:00:00
608,Tenisha,Chean,0,0,S,M,,Work, 
609,Kristyn,Sharpsteen,3,0,D,F,35.0,Work,1980-05-06 00:00:00
610,Vergie,Schwenzer,2,0,S,F,23.0,Leisure,1987-08-16 00:00:00
611,Fransisca,Lanman,4,1,M,M,30.0,Leisure,1952-09-15 00:00:00
612,Brook,Riechers,3,0,S,M,8.0,Leisure,1979-02-21 00:00:00
613,Fausto,Samuelson,6,0,D,M,34.0,Work,1961-06-22 00:00:00
614,Jone,Daso,2,0,S,M,24.0,Leisure,1998-01-29 00:00:00
615,Palmer,Fung,2,0,D,F,37.0,Work,1987-02-01 00:00:00
616,Mindi,Gouras,0,0,S,M,36.0,Work,1962-04-08 00:00:00
617,Lashawn,Meadow,2,0,M,M,38.0,Work,1951-02-03 00:00:00
618,Cyndi,Rentschler,1,0,M,F,19.0,Leisure,1968-07-20 00:00:00
619,Chance,Castanon,0,0,S,F,12.0,Work,1996-01-23 00:00:00
620,Earline,Hanken,1,0,M,M,17.0,Work,1978-11-09 00:00:00
621,Marcella,Rade,0,0,S,F,26.0,Work,1975-08-22 00:00:00
622,Inger,Cookson,3,0,M,F,36.0,Work,1986-02-10 00:00:00
623,Racquel,Hase,2,0,M,F,40.0,Leisure,1971-03-30 00:00:00
624,Patricia,Males,2,0,D,F,35.0,Work,1959-02-13 00:00:00
625,Millie,Runion,2,0,S,M,19.0,Leisure,1999-03-20 00:00:00
626,Cinthia,Bazile,0,1,M,F,18.0,Work,1966-12-11 00:00:00
627,Goldie,Mccaghren,6,4,M,M,26.0,Work,1983-03-03 00:00:00
628,Octavia,Viramontas,2,0,M,M,25.0,Work,1955-05-12 00:00:00
629,Lavenia,Ennist,1,1,D,M,34.0,Work,1968-11-01 00:00:00
630,Tashina,Gingras,5,0,M,M,21.0,Work,1979-03-10 00:00:00
631,Julene,Pollman,3,0,M,F,10.0,Work,1981-10-18 00:00:00
632,Yuriko,Seremet,5,1,M,M,9.0,Work,1980-10-15 00:00:00
633,Miguelina,Chan,2,0,S,F,9.0,Work,1992-12-05 00:00:00
634,Mira,Gonsoulin,2,0,M,M,35.0,Work,1987-03-22 00:00:00
635,Caprice,Hyer,3,0,S,F,,Work, 
636,Golda,Gavia,0,2,D,M,17.0,Leisure,1992-08-23 00:00:00
637,Gisela,Klutts,4,0,S,M,28.0,Work,1996-07-09 00:00:00
638,Tom,Hardaman,2,0,S,F,25.0,Work,1999-08-26 00:00:00
639,Augustine,Sobota,2,0,D,F,6.0,Work,1989-07-25 00:00:00
640,Tonya,Hartjen,1,0,S,M,8.0,Work,1957-01-21 00:00:00
641,Martha,Plan,1,0,M,M,20.0,Leisure,1981-04-04 00:00:00
642,Corrina,Jass,3,0,S,F,5.0,Work,1996-08-20 00:00:00
643,Toi,Thoreson,0,1,M,M,13.0,Work,1983-09-07 00:00:00
644,Minna,Aceveda,0,2,M,M,16.0,Work,1968-03-12 00:00:00
645,Jazmin,Logghe,0,0,S,F,29.0,Work,1978-06-18 00:00:00
646,Kurtis,Mccrossen,0,1,S,M,39.0,Work,1964-10-10 00:00:00
647,Blaine,Saddler,5,0,S,F,34.0,Work,1976-05-27 00:00:00
648,Zandra,Gelinas,3,0,S,M,,Leisure, 
649,Rachel,Moreschi,0,0,M,F,32.0,Work,1970-06-30 00:00:00
650,Annamae,Ragone,3,0,S,M,38.0,Leisure,1982-03-06 00:00:00
651,Khalilah,Ariola,1,0,S,M,1.0,Work,1980-12-18 00:00:00
652,Renae,Maxton,3,0,S,F,,Work, 
653,Jacqulyn,Kohn,3,0,S,F,24.0,Work,1984-05-16 00:00:00
654,Lauretta,Overson,2,0,M,F,,Work, 
655,Julia,Mazzanti,3,0,M,M,,Work, 
656,Trinidad,Nan,1,1,M,F,40.0,Work,1988-09-26 00:00:00
657,Vonnie,Jurek,1,0,M,M,7.0,Work,1962-11-18 00:00:00
658,Maye,Draves,5,0,M,M,17.0,Leisure,1990-05-18 00:00:00
659,Brittaney,Tatsuta,6,0,M,F,2.0,Work,1991-05-18 00:00:00
660,Asa,Scierka,0,0,M,M,,Work, 
661,Mamie,Hanshaw,1,0,S,M,34.0,Work,1987-02-05 00:00:00
662,Claudio,Tancer,1,0,M,M,12.0,Work,1950-05-16 00:00:00
663,Ernie,Richerds,2,0,S,M,11.0,Work,1995-01-02 00:00:00
664,Jasmin,Teaford,0,0,M,M,7.0,Work,1984-07-06 00:00:00
665,Basil,Aughe,2,0,S,F,28.0,Work,1966-06-18 00:00:00
666,Rose,Golonka,3,0,M,F,17.0,Work,1982-02-20 00:00:00
667,Hank,Ritch,5,3,D,M,36.0,Work,1971-05-03 00:00:00
668,Brendon,Ruthstrom,2,0,S,F,29.0,Work,1961-12-18 00:00:00
669,Bee,Taplin,6,1,S,F,17.0,Work,1992-04-21 00:00:00
670,Hermila,Escher,1,0,D,M,35.0,Leisure,1985-05-14 00:00:00
671,Merri,Howey,4,1,M,M,18.0,Work,1988-04-05 00:00:00
672,Annie,Cassiano,1,0,S,F,4.0,Work,1958-06-14 00:00:00
673,Refugio,Steinworth,4,0,S,M,5.0,Work,1997-01-18 00:00:00
674,Phoebe,Worrel,1,0,D,F,16.0,Work,1982-04-23 00:00:00
675,Sabine,Treto,1,0,M,M,40.0,Work,1984-11-03 00:00:00
676,Deanne,Pollett,0,0,M,M,10.0,Work,1973-04-20 00:00:00
677,Jammie,Ravert,2,0,S,M,31.0,Work,1970-12-05 00:00:00
678,Malik,Leetham,4,0,S,M,18.0,Work,1975-02-22 00:00:00
679,Carman,Bettley,1,1,S,M,22.0,Work,1983-04-20 00:00:00
680,Kanisha,Besio,0,0,D,M,19.0,Work,1967-08-08 00:00:00
681,Emiko,Omullan,3,0,S,M,25.0,Work,1980-08-19 00:00:00
682,Hobert,Lazar,3,1,M,M,15.0,Leisure,1986-04-01 00:00:00
683,Ruthe,Sonoda,4,0,S,F,2.0,Work,1986-10-15 00:00:00
684,Nicol,Grap,6,0,M,M,21.0,Work,1993-12-29 00:00:00
685,Karren,Todeschi,1,0,M,M,,Work, 
686,Arla,Kohan,3,0,M,M,1.0,Work,1992-08-20 00:00:00
687,Vincent,Knaggs,0,2,S,F,,Work, 
688,Quincy,Menne,2,0,S,F,,Work, 
689,Rosena,Oreb,2,0,S,F,35.0,Work,1973-07-09 00:00:00
690,Bettye,Donerson,2,0,M,F,9.0,Work,1984-04-09 00:00:00
691,Tiffiny,Wasmuth,4,1,M,F,1.0,Leisure,1987-03-02 00:00:00
692,Liberty,Hegener,0,1,M,M,6.0,Work,1982-01-28 00:00:00
693,Tiffany,Weiszbrod,1,1,M,M,20.0,Work,1994-09-08 00:00:00
